Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,AUC_Mean,AUC_Std,Sensitivity_Mean,Sensitivity_Std,Specificity_Mean,Specificity_Std,F1-score_Mean,F1-score_Std
NC vs AD,75,Before Scaling,RandomForest,0.8049356337802468,0.0313751679138069,0.8794832536446145,0.0126209853236705,0.7573706781023855,0.078993476183368,0.8597291889110368,0.0662144658275038,0.787408247339667,0.0296350775925188
NC vs AD,75,Before Scaling,SVM,0.8245927033812297,0.0309574498883741,0.8926896993641673,0.0252274048241088,0.7832707942464041,0.0559945767498424,0.8662037228555718,0.0531627903368459,0.8085485936471791,0.0436589532174888
NC vs AD,75,Before Scaling,LogisticRegression,0.7925591581646281,0.0119842049809988,0.8575348978972295,0.0189041327019641,0.767993388725096,0.0403068167923936,0.8202674393107469,0.0589056821400192,0.7791453771154954,0.0171651651347234
NC vs AD,75,After Scaling,NeuralNet,0.5378184926018909,0.0834033186384526,0.554765227559473,0.1224749246316637,0.6172384526043062,0.094755871290138,0.4670653389069992,0.1576263368387457,0.5594681453345901,0.0903577520668852
NC vs AD,75,After Scaling,KNN,0.6233267453661664,0.0469160821481491,0.6727794664044404,0.0482762639418625,0.3992204949522023,0.0675430616112209,0.8286082957864892,0.0197883341207879,0.5016437016727887,0.0722039773535549
NC vs AD,75,After Scaling,RandomForest,0.8059932695902997,0.0193952406048065,0.8817199780452046,0.0075335407933023,0.7948159564013223,0.0658787878337226,0.827597686727173,0.07907063656885,0.7959782401798178,0.0207737237719676
NC vs AD,75,After Scaling,SVM,0.8245713370012286,0.0343237413699722,0.8900533888887461,0.017275525625952,0.7866501384794068,0.0715589710708407,0.8663922236751407,0.0606532041966126,0.8100300772572687,0.0398030837806157
NC vs AD,75,After Scaling,LogisticRegression,0.7719085518935954,0.0179932422438852,0.8476946503091352,0.0184950770163262,0.7381153399446082,0.0414107044937733,0.806917830300071,0.0580233155647806,0.7555650672020071,0.0124472027185038
MCI vs AD,75,Before Scaling,NeuralNet,0.5233580128970623,0.0788249970612195,0.5259651888703364,0.0465877017644252,0.5511030817009078,0.318184993857303,0.4861731944203835,0.2687724957015049,0.5255145771500719,0.2491236245018114
MCI vs AD,75,Before Scaling,KNN,0.6258259692699626,0.0441980501291696,0.6650600363929557,0.0356738340558509,0.6817489515315602,0.0726973851479485,0.5469743170754244,0.0355875626492171,0.6802366895991369,0.0497632609126238
MCI vs AD,75,Before Scaling,RandomForest,0.6965448610779396,0.0356294421354883,0.7277681062285039,0.0288414678447986,0.8754077745925573,0.0204900476397435,0.4431175954427816,0.0780151284785583,0.7724335963040098,0.0240747341965669
MCI vs AD,75,Before Scaling,SVM,0.720587532839742,0.0331928816513654,0.7783553640407332,0.0314762823047999,0.7942013722991984,0.032550424089761,0.6186008562541457,0.1043910471759126,0.7699866672773011,0.0200337789964393
MCI vs AD,75,Before Scaling,LogisticRegression,0.688997691266619,0.0359423531844816,0.7517531936812493,0.0213034188774462,0.7467189573711313,0.0525638395155257,0.6085849635808569,0.0779397254739487,0.7380506032057909,0.0313471676910316
MCI vs AD,75,After Scaling,NeuralNet,0.5372263354828437,0.0613334980796624,0.4685920806118583,0.035582921063915,0.6704195864521951,0.3389625121880721,0.3342422293029787,0.3465279325812817,0.5881182962304624,0.1959715197224427
MCI vs AD,75,After Scaling,KNN,0.6043149430777804,0.0446832118326872,0.624657251150191,0.0469910702087761,0.70024187768753,0.0878752370442619,0.4713319885372337,0.0710586212381652,0.6737325509430655,0.0468110849781549
MCI vs AD,75,After Scaling,RandomForest,0.6940928270042194,0.0219753867679321,0.7587723148399829,0.0428340637977295,0.8418271221532091,0.0438230421383417,0.485288392067117,0.0601426950360102,0.763748069494752,0.0147199232852381
MCI vs AD,75,After Scaling,SVM,0.7244009234933524,0.0373149280995285,0.7880684287977069,0.037322659051242,0.7925347056325317,0.0489509031472272,0.6294857865236521,0.0735058973042867,0.7717132483305766,0.0283337949065599
MCI vs AD,75,After Scaling,LogisticRegression,0.6953427274898496,0.0421119284938091,0.7719000213980918,0.0342903407767567,0.7541163003663005,0.064655395934938,0.6139825180593823,0.0807301942715388,0.7438480855280923,0.0347935813704836
NC vs MCI,100,Before Scaling,NeuralNet,0.5,0.0711506735603477,0.4997039852271648,0.0744477653421783,0.4652266858824235,0.1251279263797219,0.5218343942718487,0.1346408723880791,0.4178820236471813,0.0664243484517749
NC vs MCI,100,Before Scaling,KNN,0.6265060240963856,0.0516458680707296,0.5787405624854587,0.0567223805408979,0.1585432600186698,0.0605137559252406,0.9307182552289004,0.0217962798210974,0.2479027075058403,0.0858636849361274
NC vs MCI,100,Before Scaling,RandomForest,0.6891566265060242,0.0422975654976914,0.7362718777893114,0.0596240343605192,0.3537378286558614,0.0998077864219997,0.9127494609843224,0.0524360737514666,0.4648086726921224,0.0824896243504491
NC vs MCI,100,Before Scaling,SVM,0.6072289156626506,0.0413869012947413,0.7437765783760225,0.0401365490075214,0.0,0.0,1.0,0.0,0.0,0.0
NC vs MCI,100,Before Scaling,LogisticRegression,0.6819277108433734,0.0260502991692044,0.72763987666498,0.0347133372105706,0.5518044796733321,0.0921228487900731,0.7716235681637701,0.0561313352723598,0.5732482641019789,0.0376283397617
NC vs MCI,100,After Scaling,NeuralNet,0.5313253012048194,0.0339173211090584,0.5257307353454262,0.0409947017918373,0.4143259472767669,0.191549943182759,0.6013429054517212,0.1618348199380651,0.3902515097091184,0.12417576882283
NC vs MCI,100,After Scaling,KNN,0.6024096385542169,0.0643197485062126,0.5704366548458684,0.0810593289567756,0.2791444620952817,0.0793582708550087,0.8143487060292797,0.0939804894069129,0.3525360465155758,0.0780331539102967
NC vs MCI,100,After Scaling,RandomForest,0.6951807228915663,0.0409904237016963,0.7394100342960906,0.0482707761988611,0.3723906330463707,0.0820038518758824,0.9086981709208696,0.0556371472053904,0.4859358767781401,0.0688692518569881
NC vs MCI,100,After Scaling,SVM,0.7096385542168674,0.0322725186409129,0.7441026899841543,0.0361137603185285,0.5160496334266826,0.0576499916097482,0.8399226738520097,0.0721991338669154,0.5812888006447228,0.032637253048891
NC vs MCI,100,After Scaling,LogisticRegression,0.6963855421686747,0.0483055908354926,0.7340127982074169,0.0465403772272588,0.5716965548113089,0.0698675409430188,0.780644688292653,0.0534718046830798,0.5958165717278543,0.0542942358670942
NC vs AD,100,Before Scaling,NeuralNet,0.4964157897548208,0.0371744666913457,0.5067764709165399,0.0655027514398287,0.6879835611542929,0.1710706635925657,0.3169970434762624,0.2049744158234395,0.5590137734728833,0.0657171378311566
NC vs AD,100,Before Scaling,KNN,0.6150632979007531,0.0423207875441514,0.6795073865654431,0.0395804507394625,0.3866814080228714,0.077240428383653,0.8314011654987439,0.0457490293829337,0.4867035394290971,0.061277164515301
NC vs AD,100,Before Scaling,RandomForest,0.7967256022648362,0.0314941954180846,0.8798499634116304,0.0098707882957322,0.7687840614669883,0.0635499989916148,0.8345851969019307,0.0942164157861525,0.7829162390941076,0.0315505877450417
NC vs AD,100,Before Scaling,SVM,0.8225468724961275,0.045726776960199,0.8926505286916205,0.0264726182564278,0.8034329491646565,0.0678475309973503,0.8446251387788969,0.0688434324115987,0.8109944362177514,0.0528372354793658
NC vs AD,100,Before Scaling,LogisticRegression,0.791560279899578,0.0325586351391086,0.8626486794463158,0.0316455781650549,0.7758107745912625,0.0451875770499174,0.807311699487984,0.0339755415901507,0.780248638129174,0.0326875941179194
NC vs AD,100,After Scaling,NeuralNet,0.4839912397841995,0.0386028306495827,0.4861834725587961,0.0546761377362655,0.5772625748235504,0.2066225076540944,0.418056397319515,0.1788596839390683,0.5025926321264093,0.0951260550147077
NC vs AD,100,After Scaling,KNN,0.6243843811762193,0.0433472260876096,0.6847706111430829,0.0394767750996783,0.4539645314035558,0.0972739326067859,0.7817455107102755,0.0237781036183585,0.5316971933535543,0.0784916920859517
NC vs AD,100,After Scaling,RandomForest,0.7863735911543187,0.0281741262392041,0.8808376213268032,0.002296930136484,0.7522670419011883,0.0796272032473309,0.8267531877235161,0.0540738884621052,0.7702998140459718,0.028485997058734
NC vs AD,100,After Scaling,SVM,0.8194273810159715,0.0242411842101293,0.8896651012361595,0.0195642915223729,0.7863084070401144,0.055187841713419,0.8536023695950608,0.0549006136738684,0.8051569210709921,0.0323451720722777
NC vs AD,100,After Scaling,LogisticRegression,0.7750173601837509,0.0302652764660933,0.8491217296444225,0.0242384428808787,0.7605088001429465,0.069675988084024,0.7907838554001421,0.0642349641491805,0.7635662683174619,0.0215696718412762
MCI vs AD,100,Before Scaling,NeuralNet,0.4728843244964572,0.0832173572495197,0.5033954593367084,0.0651721332114015,0.3389605563518607,0.2671600962396563,0.6655640266348585,0.2114952787643401,0.3805682167749739,0.2402262329460093
MCI vs AD,100,Before Scaling,KNN,0.6168696759812116,0.0459581192919349,0.6525329910228802,0.0548666116972905,0.7456278202473856,0.0826860341072114,0.4374407789698509,0.0747974203628516,0.6945750611040432,0.0440271674414095
MCI vs AD,100,Before Scaling,RandomForest,0.6725579173632672,0.0193518582089333,0.7320835568270101,0.0333889064475891,0.8738067367415194,0.0322092792146508,0.3885929610022617,0.0772595437156509,0.7583087715034098,0.0091456981325431
MCI vs AD,100,Before Scaling,SVM,0.7079850330387709,0.047484194808866,0.7663708440771207,0.0403323829547976,0.7905235706322663,0.0594471005187753,0.5925277197148391,0.0874735341665295,0.7608518034969108,0.0369598178926343
MCI vs AD,100,Before Scaling,LogisticRegression,0.7016559191147201,0.0325452097092856,0.748016627969555,0.0219172666322349,0.7467927483144874,0.0420882649989001,0.638968397209922,0.0839404140276292,0.7463425129392618,0.0251691045736141
MCI vs AD,100,After Scaling,NeuralNet,0.4865695406416687,0.077637826133804,0.4909814878999428,0.0530247940940951,0.3322242129850825,0.2750566531882401,0.6998315101999715,0.2134762982169904,0.3850384024577573,0.2207555415489394
MCI vs AD,100,After Scaling,KNN,0.6081124114322108,0.0153996807364069,0.6196895263904941,0.0274131569302836,0.7134599458512503,0.0743790745710697,0.4620682351813225,0.0791982409089195,0.6802648543555174,0.0247899031185228
MCI vs AD,100,After Scaling,RandomForest,0.6928270042194093,0.0224562178746585,0.7513349691260138,0.0546927221490287,0.856808740776132,0.0540182037401819,0.4607036120644549,0.0338022011855507,0.7658522552522327,0.0207951563193706
MCI vs AD,100,After Scaling,SVM,0.7104689117108511,0.0149683797710805,0.7715035237651039,0.0319322928805992,0.7730540293040293,0.0481044149985073,0.6251330686488862,0.083062128679753,0.7581195174602553,0.0109221555667906
MCI vs AD,100,After Scaling,LogisticRegression,0.710492795159621,0.0113002762644338,0.7656336310306993,0.0334290981345954,0.7579639804639804,0.0420378771168662,0.6456574949905263,0.0549016082365989,0.7544973544973546,0.010056390374999
